"electiondate","land","electiondate_l1","party","vote_share","on_ballot","vote_share_l1"
"1959-10-11","hb","1955-10-09","cdu",14.8000001907349,1,18
"1959-10-11","hb","1955-10-09","fdp",7.19999980926514,1,8.60000038146973
"1959-10-11","hb","1955-10-09","spd",54.9000015258789,1,47.7999992370605
"1960-05-15","bw","1956-03-04","cdu",39.5,1,42.5999984741211
"1960-05-15","bw","1956-03-04","fdp",15.8000001907349,1,16.6000003814697
"1960-05-15","bw","1956-03-04","spd",35.2999992370605,1,28.8999996185303
"1960-12-04","sl","1955-12-18","cdu",36.5999984741211,1,25.3999996185303
"1960-12-04","sl","1955-12-18","fdp",13.8000001907349,1,24.2000007629395
"1960-12-04","sl","1955-12-18","spd",30,1,14.3000001907349
"1961-11-12","hh","1957-11-10","cdu",29.1000003814697,1,32.2000007629395
"1961-11-12","hh","1957-11-10","fdp",9.60000038146973,1,8.60000038146973
"1961-11-12","hh","1957-11-10","spd",57.4000015258789,1,53.9000015258789
"1962-07-08","nw","1958-07-06","cdu",46.4000015258789,1,50.5
"1962-07-08","nw","1958-07-06","fdp",6.80000019073486,1,7.09999990463257
"1962-07-08","nw","1958-07-06","spd",43.2999992370605,1,39.2000007629395
"1962-11-11","he","1958-11-23","cdu",28.7999992370605,1,32
"1962-11-11","he","1958-11-23","fdp",11.3999996185303,1,9.5
"1962-11-11","he","1958-11-23","spd",50.7999992370605,1,46.9000015258789
"1962-11-23","sh","1958-11-28","cdu",45,1,44.4000015258789
"1962-11-23","sh","1958-11-28","fdp",7.90000009536743,1,5.40000009536743
"1962-11-23","sh","1958-11-28","spd",39.2000007629395,1,35.9000015258789
"1962-11-25","by","1958-11-23","cdu",47.5,1,45.5999984741211
"1962-11-25","by","1958-11-23","fdp",5.90000009536743,1,5.59999990463257
"1962-11-25","by","1958-11-23","spd",35.2999992370605,1,30.7999992370605
"1963-02-17","be","1958-12-07","cdu",28.7999992370605,1,37.7000007629395
"1963-02-17","be","1958-12-07","fdp",7.90000009536743,1,3.79999995231628
"1963-02-17","be","1958-12-07","spd",61.9000015258789,1,52.5999984741211
"1963-03-31","rp","1959-04-19","cdu",44.4000015258789,1,48.4000015258789
"1963-03-31","rp","1959-04-19","fdp",10.1000003814697,1,9.69999980926514
"1963-03-31","rp","1959-04-19","spd",40.7000007629395,1,34.9000015258789
"1963-05-19","ni","1959-04-19","cdu",37.7000007629395,1,30.7999992370605
"1963-05-19","ni","1959-04-19","fdp",8.80000019073486,1,5.19999980926514
"1963-05-19","ni","1959-04-19","npd",2.70000004768372,1,12.3999996185303
"1963-05-19","ni","1959-04-19","spd",44.9000015258789,1,39.5
"1963-09-29","hb","1959-10-11","cdu",28.8999996185303,1,14.8000001907349
"1963-09-29","hb","1959-10-11","fdp",8.39999961853027,1,7.19999980926514
"1963-09-29","hb","1959-10-11","spd",54.7000007629395,1,54.9000015258789
"1964-04-26","bw","1960-05-15","cdu",46.2000007629395,1,39.5
"1964-04-26","bw","1960-05-15","fdp",13.1000003814697,1,15.8000001907349
"1964-04-26","bw","1960-05-15","spd",37.2999992370605,1,35.2999992370605
"1965-06-27","sl","1960-12-04","cdu",42.7000007629395,1,36.5999984741211
"1965-06-27","sl","1960-12-04","fdp",8.30000019073486,1,13.8000001907349
"1965-06-27","sl","1960-12-04","spd",40.7000007629395,1,30
"1966-03-27","hh","1961-11-12","cdu",30,1,29.1000003814697
"1966-03-27","hh","1961-11-12","fdp",6.80000019073486,1,9.60000038146973
"1966-03-27","hh","1961-11-12","spd",59,1,57.4000015258789
"1966-07-10","nw","1962-07-08","cdu",42.7999992370605,1,46.4000015258789
"1966-07-10","nw","1962-07-08","fdp",7.40000009536743,1,6.80000019073486
"1966-07-10","nw","1962-07-08","spd",49.5,1,43.2999992370605
"1966-11-06","he","1962-11-11","cdu",26.3999996185303,1,28.7999992370605
"1966-11-06","he","1962-11-11","fdp",10.3999996185303,1,11.3999996185303
"1966-11-06","he","1962-11-11","npd",7.90000009536743,1,NA
"1966-11-06","he","1962-11-11","spd",51,1,50.7999992370605
"1966-11-20","by","1962-11-25","cdu",48.0999984741211,1,47.5
"1966-11-20","by","1962-11-25","fdp",5.09999990463257,1,5.90000009536743
"1966-11-20","by","1962-11-25","spd",35.7999992370605,1,35.2999992370605
"1967-03-12","be","1963-02-17","cdu",32.9000015258789,1,28.7999992370605
"1967-03-12","be","1963-02-17","fdp",7.09999990463257,1,7.90000009536743
"1967-03-12","be","1963-02-17","spd",56.9000015258789,1,61.9000015258789
"1967-04-23","rp","1963-03-31","cdu",46.7000007629395,1,44.4000015258789
"1967-04-23","rp","1963-03-31","fdp",8.30000019073486,1,10.1000003814697
"1967-04-23","rp","1963-03-31","spd",36.7999992370605,1,40.7000007629395
"1967-04-23","sh","1962-11-23","cdu",46,1,45
"1967-04-23","sh","1962-11-23","fdp",5.90000009536743,1,7.90000009536743
"1967-04-23","sh","1962-11-23","spd",39.4000015258789,1,39.2000007629395
"1967-06-04","ni","1963-05-19","cdu",41.7000007629395,1,37.7000007629395
"1967-06-04","ni","1963-05-19","fdp",6.90000009536743,1,8.80000019073486
"1967-06-04","ni","1963-05-19","spd",43.0999984741211,1,44.9000015258789
"1967-10-01","hb","1963-09-29","cdu",29.5,1,28.8999996185303
"1967-10-01","hb","1963-09-29","fdp",10.5,1,8.39999961853027
"1967-10-01","hb","1963-09-29","npd",8.80000019073486,1,7.69999980926514
"1967-10-01","hb","1963-09-29","spd",46,1,54.7000007629395
"1968-04-28","bw","1964-04-26","cdu",44.2000007629395,1,46.2000007629395
"1968-04-28","bw","1964-04-26","fdp",14.3999996185303,1,13.1000003814697
"1968-04-28","bw","1964-04-26","npd",9.80000019073486,1,NA
"1968-04-28","bw","1964-04-26","spd",29,1,37.2999992370605
"1970-03-22","hh","1966-03-27","cdu",32.7999992370605,1,30
"1970-03-22","hh","1966-03-27","fdp",7.09999990463257,1,6.80000019073486
"1970-03-22","hh","1966-03-27","spd",55.2999992370605,1,59
"1970-06-14","ni","1967-06-04","cdu",45.7000007629395,1,41.7000007629395
"1970-06-14","ni","1967-06-04","fdp",4.40000009536743,1,6.90000009536743
"1970-06-14","ni","1967-06-04","spd",46.2999992370605,1,43.0999984741211
"1970-06-14","nw","1966-07-10","cdu",46.2999992370605,1,42.7999992370605
"1970-06-14","nw","1966-07-10","fdp",5.5,1,7.40000009536743
"1970-06-14","nw","1966-07-10","npd",1.10000002384186,1,NA
"1970-06-14","nw","1966-07-10","spd",46.0999984741211,1,49.5
"1970-06-14","sl","1965-06-27","cdu",47.7999992370605,1,42.7000007629395
"1970-06-14","sl","1965-06-27","fdp",4.40000009536743,1,8.30000019073486
"1970-06-14","sl","1965-06-27","npd",3.40000009536743,1,NA
"1970-06-14","sl","1965-06-27","spd",40.7999992370605,1,40.7000007629395
"1970-11-08","he","1966-11-06","cdu",39.7000007629395,1,26.3999996185303
"1970-11-08","he","1966-11-06","fdp",10.1000003814697,1,10.3999996185303
"1970-11-08","he","1966-11-06","npd",3,1,7.90000009536743
"1970-11-08","he","1966-11-06","spd",45.9000015258789,1,51
"1970-11-20","by","1966-11-20","cdu",56.4000015258789,1,48.0999984741211
"1970-11-20","by","1966-11-20","fdp",5.5,1,5.09999990463257
"1970-11-20","by","1966-11-20","spd",33.2999992370605,1,35.7999992370605
"1971-03-14","be","1967-03-12","cdu",38.2000007629395,1,32.9000015258789
"1971-03-14","be","1967-03-12","fdp",8.39999961853027,1,7.09999990463257
"1971-03-14","be","1967-03-12","spd",50.4000015258789,1,56.9000015258789
"1971-03-21","rp","1967-04-23","cdu",50,1,46.7000007629395
"1971-03-21","rp","1967-04-23","fdp",5.90000009536743,1,8.30000019073486
"1971-03-21","rp","1967-04-23","spd",40.5,1,36.7999992370605
"1971-04-25","sh","1967-04-23","cdu",51.9000015258789,1,46
"1971-04-25","sh","1967-04-23","fdp",3.79999995231628,1,5.90000009536743
"1971-04-25","sh","1967-04-23","spd",41,1,39.4000015258789
"1971-10-10","hb","1967-10-01","cdu",31.6000003814697,1,29.5
"1971-10-10","hb","1967-10-01","fdp",7.09999990463257,1,10.5
"1971-10-10","hb","1967-10-01","npd",2.79999995231628,1,8.80000019073486
"1971-10-10","hb","1967-10-01","spd",55.2999992370605,1,46
"1972-04-23","bw","1968-04-28","cdu",52.9000015258789,1,44.2000007629395
"1972-04-23","bw","1968-04-28","fdp",8.89999961853027,1,14.3999996185303
"1972-04-23","bw","1968-04-28","spd",37.5999984741211,1,29
"1974-03-03","hh","1970-03-22","cdu",40.5999984741211,1,32.7999992370605
"1974-03-03","hh","1970-03-22","fdp",10.8999996185303,1,7.09999990463257
"1974-03-03","hh","1970-03-22","spd",45,1,55.2999992370605
"1974-06-09","ni","1970-06-14","cdu",48.7999992370605,1,45.7000007629395
"1974-06-09","ni","1970-06-14","fdp",7,1,4.40000009536743
"1974-06-09","ni","1970-06-14","spd",43.0999984741211,1,46.2999992370605
"1974-10-27","by","1970-11-20","cdu",62.0999984741211,1,56.4000015258789
"1974-10-27","by","1970-11-20","fdp",5.19999980926514,1,5.5
"1974-10-27","by","1970-11-20","spd",30.2000007629395,1,33.2999992370605
"1974-10-27","he","1970-11-08","cdu",47.2999992370605,1,39.7000007629395
"1974-10-27","he","1970-11-08","fdp",7.40000009536743,1,10.1000003814697
"1974-10-27","he","1970-11-08","npd",1,1,3
"1974-10-27","he","1970-11-08","spd",43.2000007629395,1,45.9000015258789
"1975-03-02","be","1971-03-14","cdu",43.9000015258789,1,38.2000007629395
"1975-03-02","be","1971-03-14","fdp",7.09999990463257,1,8.39999961853027
"1975-03-02","be","1971-03-14","spd",42.5999984741211,1,50.4000015258789
"1975-03-09","rp","1971-03-21","cdu",53.9000015258789,1,50
"1975-03-09","rp","1971-03-21","fdp",5.59999990463257,1,5.90000009536743
"1975-03-09","rp","1971-03-21","spd",38.5,1,40.5
"1975-04-13","sh","1971-04-25","cdu",50.4000015258789,1,51.9000015258789
"1975-04-13","sh","1971-04-25","fdp",7.09999990463257,1,3.79999995231628
"1975-04-13","sh","1971-04-25","spd",40.0999984741211,1,41
"1975-05-04","nw","1970-06-14","cdu",47.0999984741211,1,46.2999992370605
"1975-05-04","nw","1970-06-14","fdp",6.69999980926514,1,5.5
"1975-05-04","nw","1970-06-14","npd",0.400000005960464,1,1.10000002384186
"1975-05-04","nw","1970-06-14","spd",45.0999984741211,1,46.0999984741211
"1975-05-04","sl","1970-06-14","cdu",49.0999984741211,1,47.7999992370605
"1975-05-04","sl","1970-06-14","fdp",7.40000009536743,1,4.40000009536743
"1975-05-04","sl","1970-06-14","npd",0.699999988079071,1,3.40000009536743
"1975-05-04","sl","1970-06-14","spd",41.7999992370605,1,40.7999992370605
"1975-09-28","hb","1971-10-10","cdu",33.7999992370605,1,31.6000003814697
"1975-09-28","hb","1971-10-10","fdp",13,1,7.09999990463257
"1975-09-28","hb","1971-10-10","npd",1.10000002384186,1,2.79999995231628
"1975-09-28","hb","1971-10-10","spd",48.7999992370605,1,55.2999992370605
"1976-04-04","bw","1972-04-23","cdu",56.7000007629395,1,52.9000015258789
"1976-04-04","bw","1972-04-23","fdp",7.80000019073486,1,8.89999961853027
"1976-04-04","bw","1972-04-23","npd",0.899999976158142,1,9.80000019073486
"1976-04-04","bw","1972-04-23","spd",33.2999992370605,1,37.5999984741211
"1978-06-04","hh","1974-03-03","cdu",37.5999984741211,1,40.5999984741211
"1978-06-04","hh","1974-03-03","fdp",4.80000019073486,1,10.8999996185303
"1978-06-04","hh","1974-03-03","gru",4.5,1,NA
"1978-06-04","hh","1974-03-03","spd",51.5,1,45
"1978-06-04","ni","1974-06-09","cdu",48.7000007629395,1,48.7999992370605
"1978-06-04","ni","1974-06-09","fdp",4.19999980926514,1,7
"1978-06-04","ni","1974-06-09","gru",3.90000009536743,1,NA
"1978-06-04","ni","1974-06-09","spd",42.2000007629395,1,43.0999984741211
"1978-10-08","he","1974-10-27","cdu",46,1,47.2999992370605
"1978-10-08","he","1974-10-27","fdp",6.59999990463257,1,7.40000009536743
"1978-10-08","he","1974-10-27","gru",2,1,NA
"1978-10-08","he","1974-10-27","npd",0.400000005960464,1,1
"1978-10-08","he","1974-10-27","spd",44.2999992370605,1,43.2000007629395
"1978-10-15","by","1974-10-27","cdu",59.0999984741211,1,62.0999984741211
"1978-10-15","by","1974-10-27","fdp",6.19999980926514,1,5.19999980926514
"1978-10-15","by","1974-10-27","gru",1.79999995231628,1,NA
"1978-10-15","by","1974-10-27","spd",31.3999996185303,1,30.2000007629395
"1979-03-18","be","1975-03-02","cdu",44.4000015258789,1,43.9000015258789
"1979-03-18","be","1975-03-02","fdp",8.10000038146973,1,7.09999990463257
"1979-03-18","be","1975-03-02","gru",3.70000004768372,1,NA
"1979-03-18","be","1975-03-02","spd",42.7000007629395,1,42.5999984741211
"1979-03-18","rp","1975-03-09","cdu",50.0999984741211,1,53.9000015258789
"1979-03-18","rp","1975-03-09","fdp",6.40000009536743,1,5.59999990463257
"1979-03-18","rp","1975-03-09","spd",42.2999992370605,1,38.5
"1979-04-29","sh","1975-04-13","cdu",48.2999992370605,1,50.4000015258789
"1979-04-29","sh","1975-04-13","fdp",5.69999980926514,1,7.09999990463257
"1979-04-29","sh","1975-04-13","gru",2.40000009536743,1,NA
"1979-04-29","sh","1975-04-13","spd",41.7000007629395,1,40.0999984741211
"1979-10-07","hb","1975-09-28","cdu",31.8999996185303,1,33.7999992370605
"1979-10-07","hb","1975-09-28","fdp",10.8000001907349,1,13
"1979-10-07","hb","1975-09-28","gru",5.09999990463257,1,NA
"1979-10-07","hb","1975-09-28","npd",0.400000005960464,1,1.10000002384186
"1979-10-07","hb","1975-09-28","spd",49.4000015258789,1,48.7999992370605
"1980-03-16","bw","1976-04-04","cdu",53.4000015258789,1,56.7000007629395
"1980-03-16","bw","1976-04-04","fdp",8.30000019073486,1,7.80000019073486
"1980-03-16","bw","1976-04-04","gru",5.30000019073486,1,NA
"1980-03-16","bw","1976-04-04","spd",32.5,1,33.2999992370605
"1980-04-27","sl","1975-05-04","cdu",44,1,49.0999984741211
"1980-04-27","sl","1975-05-04","fdp",6.90000009536743,1,7.40000009536743
"1980-04-27","sl","1975-05-04","gru",2.90000009536743,1,NA
"1980-04-27","sl","1975-05-04","spd",45.4000015258789,1,41.7999992370605
"1980-05-11","nw","1975-05-04","cdu",43.2000007629395,1,47.0999984741211
"1980-05-11","nw","1975-05-04","fdp",4.98000001907349,1,6.69999980926514
"1980-05-11","nw","1975-05-04","gru",3,1,NA
"1980-05-11","nw","1975-05-04","spd",48.4000015258789,1,45.0999984741211
"1981-05-10","be","1979-03-18","cdu",48,1,44.4000015258789
"1981-05-10","be","1979-03-18","fdp",5.59999990463257,1,8.10000038146973
"1981-05-10","be","1979-03-18","gru",7.19999980926514,1,3.70000004768372
"1981-05-10","be","1979-03-18","spd",38.4000015258789,1,42.7000007629395
"1982-03-21","ni","1978-06-04","cdu",50.7000007629395,1,48.7000007629395
"1982-03-21","ni","1978-06-04","fdp",5.90000009536743,1,4.19999980926514
"1982-03-21","ni","1978-06-04","gru",6.5,1,3.90000009536743
"1982-03-21","ni","1978-06-04","spd",36.5,1,42.2000007629395
"1982-06-06","hh","1978-06-04","cdu",43.2000007629395,1,37.5999984741211
"1982-06-06","hh","1978-06-04","fdp",4.90000009536743,1,4.80000019073486
"1982-06-06","hh","1978-06-04","gru",7.69999980926514,1,4.5
"1982-06-06","hh","1978-06-04","spd",42.7000007629395,1,51.5
"1982-09-26","he","1978-10-08","cdu",45.5999984741211,1,46
"1982-09-26","he","1978-10-08","fdp",3.09999990463257,1,6.59999990463257
"1982-09-26","he","1978-10-08","gru",8,1,2
"1982-09-26","he","1978-10-08","spd",42.7999992370605,1,44.2999992370605
"1982-10-10","by","1978-10-15","cdu",58.2999992370605,1,59.0999984741211
"1982-10-10","by","1978-10-15","fdp",3.5,1,6.19999980926514
"1982-10-10","by","1978-10-15","gru",4.59999990463257,1,1.79999995231628
"1982-10-10","by","1978-10-15","spd",31.8999996185303,1,31.3999996185303
"1982-12-19","hh","1982-06-06","cdu",38.5999984741211,1,43.2000007629395
"1982-12-19","hh","1982-06-06","fdp",2.59999990463257,1,4.90000009536743
"1982-12-19","hh","1982-06-06","gru",6.80000019073486,1,7.69999980926514
"1982-12-19","hh","1982-06-06","spd",51.2999992370605,1,42.7000007629395
"1983-03-06","rp","1979-03-18","cdu",51.9000015258789,1,50.0999984741211
"1983-03-06","rp","1979-03-18","fdp",3.5,1,6.40000009536743
"1983-03-06","rp","1979-03-18","gru",4.5,1,NA
"1983-03-06","rp","1979-03-18","spd",39.5999984741211,1,42.2999992370605
"1983-03-13","sh","1979-04-29","cdu",49,1,48.2999992370605
"1983-03-13","sh","1979-04-29","fdp",2.20000004768372,1,5.69999980926514
"1983-03-13","sh","1979-04-29","gru",3.59999990463257,1,2.40000009536743
"1983-03-13","sh","1979-04-29","spd",43.7000007629395,1,41.7000007629395
"1983-09-25","hb","1979-10-07","cdu",33.2999992370605,1,31.8999996185303
"1983-09-25","hb","1979-10-07","fdp",4.59999990463257,1,10.8000001907349
"1983-09-25","hb","1979-10-07","gru",5.40000009536743,1,5.09999990463257
"1983-09-25","hb","1979-10-07","spd",51.2999992370605,1,49.4000015258789
"1983-09-25","he","1982-09-26","cdu",39.4000015258789,1,45.5999984741211
"1983-09-25","he","1982-09-26","fdp",7.59999990463257,1,3.09999990463257
"1983-09-25","he","1982-09-26","gru",5.90000009536743,1,8
"1983-09-25","he","1982-09-26","spd",46.2000007629395,1,42.7999992370605
"1984-03-25","bw","1980-03-16","cdu",51.9000015258789,1,53.4000015258789
"1984-03-25","bw","1980-03-16","fdp",7.19999980926514,1,8.30000019073486
"1984-03-25","bw","1980-03-16","gru",8,1,5.30000019073486
"1984-03-25","bw","1980-03-16","spd",32.4000015258789,1,32.5
"1985-03-10","be","1981-05-10","cdu",46.4000015258789,1,48
"1985-03-10","be","1981-05-10","fdp",8.5,1,5.59999990463257
"1985-03-10","be","1981-05-10","gru",10.6000003814697,1,7.19999980926514
"1985-03-10","be","1981-05-10","spd",32.4000015258789,1,38.4000015258789
"1985-03-10","sl","1980-04-27","cdu",37.2999992370605,1,44
"1985-03-10","sl","1980-04-27","fdp",10,1,6.90000009536743
"1985-03-10","sl","1980-04-27","gru",2.5,1,2.90000009536743
"1985-03-10","sl","1980-04-27","npd",0.699999988079071,1,0.699999988079071
"1985-03-10","sl","1980-04-27","spd",49.2000007629395,1,45.4000015258789
"1985-05-12","nw","1980-05-11","cdu",36.5,1,43.2000007629395
"1985-05-12","nw","1980-05-11","fdp",6,1,4.98000001907349
"1985-05-12","nw","1980-05-11","gru",4.59999990463257,1,3
"1985-05-12","nw","1980-05-11","spd",52.0999984741211,1,48.4000015258789
"1986-06-15","ni","1982-03-21","cdu",44.2999992370605,1,50.7000007629395
"1986-06-15","ni","1982-03-21","fdp",6,1,5.90000009536743
"1986-06-15","ni","1982-03-21","gru",7.09999990463257,1,6.5
"1986-06-15","ni","1982-03-21","spd",42.0999984741211,1,36.5
"1986-10-12","by","1982-10-10","cdu",55.7999992370605,1,58.2999992370605
"1986-10-12","by","1982-10-10","fdp",3.79999995231628,1,3.5
"1986-10-12","by","1982-10-10","gru",7.5,1,4.59999990463257
"1986-10-12","by","1982-10-10","spd",27.5,1,31.8999996185303
"1986-11-09","hh","1982-12-19","cdu",41.9000015258789,1,38.5999984741211
